Nama_Produk,Warna,Harga,Diskon,Pembeli,baik,ori
ASUS A407UA-BV320T 14",Icicle Gold,5989000,4,19,j***c,lumayan lah harga worth it,0,0
ASUS A407UA-BV320T 14",Icicle Gold,5989000,4,19,s***4,Ori ya jdid sesuai pesanan,0,1
ASUS A407UA-BV320T 14",Icicle Gold,5989000,4,19,l***a,terimakasih atas kerja samanya proses sangat cepat dan hari minggu libur barang langsung saya terima ,0,0
ASUS A407UA-BV320T 14",Icicle Gold,5989000,4,19,y***n,Barang sampai dengan mulus,0,0
ASUS A407UA-BV320T 14",Icicle Gold,5989000,4,19,f***a,pengiriman cepat,0,0
ASUS A407UA-BV320T 14",Icicle Gold,5989000,4,19,y***h,MAKASI BANG KURIR SUPER GANTENG,0,0
ASUS A407UA-BV320T 14",Icicle Gold,5989000,4,19,y***h,promolaptopsupermurah,0,0
ASUS A442UR-GA043T 14",Red,8209000,4,91,s***4,Ori yg jdid,0,1
ASUS A442UR-GA043T 14",Red,8209000,4,91,A***n,barang bagus tidak ada cacat fisik dan packing rapih,0,0
ASUS A442UR-GA043T 14",Red,8209000,4,91,l***y,benar2 syantik warnanya,0,0
ASUS A442UR-GA043T 14",Red,8209000,4,91,i***i,Barang sesuai pesanan mantap berfungsi normal,0,0
ASUS A442UR-GA043T 14",Red,8209000,4,91,l***y,gila MKSIII LAPTOP MURAHH BNGT PACKING RAPII SPERTI BIASAAQ MAKASII JDDD,0,0
ASUS A442UR-GA043T 14",Red,8209000,4,91,l***y,hrg gila mumerr broo,0,0
ASUS A442UR-GA043T 14",Red,8209000,4,91,l***y,hrg gila mntpp broo mksi jd,0,0
ASUS A442UR-GA043T 14",Red,8209000,4,91,l***y,hrg gilaa sii,0,0
ASUS A442UR-GA043T 14",Red,8209000,4,91,l***y,MKSIII LAPTOP MURAHH BNGT PACKING RAPII SPERTI BIASAAQ MAKASII JDDD,0,0
ASUS A442UR-GA043T 14",Red,8209000,4,91,l***y,MKSIII LAPTOP MURAHH BNGT PACKING RAPII SPERTI BIASAAQ MAKASII JDDD TRIMS,0,0
ASUS A407UF-BV061T 14" HD,Star Grey,6759000,4,3,d***i,Produk sesuai deskripsi diskon lagi,0,0
ASUS A407UF-BV061T 14" HD,Star Grey,6759000,4,3,j***0,bagus,0,0
ASUS A407UF-BV061T 14" HD,Star Grey,6759000,4,3,m***o,Pro   dapat bonus tas ransel lumayan buat bawa laptop jarak dekat jarak jauh prefer beli tas Laptop sendiri Karena ranselnya khusus laptop jadi barang bawaan gak kebawa semua Harga sesuai dan kualitas istimewa  Cons  Pengiriman tanpa packing kayu dan bubble wrap Selain itu agak lama Semoga kedepannya ditingkatkan Ini barang elektronik masak packingnya cuman pake kardus bawaan saja Untung saja sampai tidak rusak,0,0
ASUS A407UF-BV512T 14" HD,Icicle Gold,8299000,4,2,n***m,mantap tanpa kendala,0,0
ASUS A407UF-BV512T 14" HD,Icicle Gold,8299000,4,2,r***a,overall oke bgt hanya sama dgn tmn2 yg udah order duluan kemasannya kalo bisa tambahin bubble karena kan abang2 kurirnya pake motor selebihnyaa goood,0,0
ASUS A407UF-BV062T 14" HD,Icicle Gold,6759000,4,4,y***3,yes,0,0
ASUS A407UF-BV062T 14" HD,Icicle Gold,6759000,4,4,i***o,Produk diterima masih dalam kondisi segel memuaskan terima kasih,0,0
ASUS A407UF-BV062T 14" HD,Icicle Gold,6759000,4,4,l***u,unit sudah diterima mantappp  semoga awetamp tdk rewel,0,0
ASUS A407UF-BV062T 14" HD,Icicle Gold,6759000,4,4,c***m,dapat harga spesial promo,0,0
ASUS X441UA-GA313T 14" HD,Red,6079000,5,12,j***g,Thanks bayar hari ini besok sampe tu barang packing rapi aman barang ori spec sesuai excellent beli pas promo dapet kupon vocer juga ya mayan mengurangi harga laptop yg naik gara gara harga dollar yg naik makasih jd id,0,1
ASUS X441UA-GA313T 14" HD,Red,6079000,5,12,d***8,Mantap,0,0
ASUS X441UA-GA313T 14" HD,Red,6079000,5,12,l***a,puas murah cepet,0,0
ASUS X441UA-GA313T 14" HD,Red,6079000,5,12,s***a,Mantap,0,0
ASUS X441UA-GA313T 14" HD,Red,6079000,5,12,I***R,Thanks,0,0
ASUS X441UA-GA313T 14" HD,Red,6079000,5,12,s***e,Mantap,0,0
ASUS X441UA-GA313T 14" HD,Red,6079000,5,12,s***4,Good,0,0
ASUS X441UA-GA313T 14" HD,Red,6079000,5,12,s***4,Good jdid,0,0
ASUS X441UA-GA313T 14" HD,Red,6079000,5,12,W***y,pengiriman lama sekali sampai 1 minggu padahal jakarta area tidak bisa byar pkai mesin edc debit dikarenakan info dri kurir tidak dibawakan dri kantor dan org kantor bilang tidak usah hwhwhwh,0,0
ASUS X441UA-GA313T 14" HD,Red,6079000,5,12,y***h,asus i3 termurah,0,0
ASUS A407UF-BV511T 14" HD,Star Grey,8299000,4,1,F***z,Barang sesuai amp proses pengiriman cepat Mantap ,0,0
ASUS A407MA-BV401T 14" HD,Grey,4249000,5,3,B***_,just lovin39 it,0,0
ASUS A407MA-BV401T 14" HD,Grey,4249000,5,3,v***a,Terima Kasih Barang Sudah sampai,0,0
ASUS A407MA-BV401T 14" HD,Grey,4249000,5,3,i***0,good,0,0
